learned_strategy,learned_family,baseline_strategy,baseline_family,directed_adjacent_overlap,undirected_adjacent_overlap,kendall_distance,spearman_rank_distance
RLV2C_A13_V01,RLV2,V02_M00_NDK_R24_V01,method_c,0.0,0.064516,0.433468,0.393328
RLV2C_A13_V01,RLV2,V02_M00_PGJ_V01,method_c,0.032258,0.064516,0.530242,0.549853
RLV2C_A13_V01,RLV2,V02_M00_PGN_R24_V01,method_c,0.064516,0.129032,0.618952,0.670455
RLV2C_A13_V01,RLV2,V02_M00_PGR_R24_V01,method_c,0.096774,0.129032,0.570565,0.607405
RLV2C_A13_V01,RLV2,mc_cand_001,method_c,0.0,0.032258,0.481855,0.464443
RLV2C_A13_V01,RLV2,mc_cand_002,method_c,0.0,0.032258,0.479839,0.46261
RLV2C_A13_V01,RLV2,mc_cand_004,method_c,0.0,0.032258,0.497984,0.489736
RLV2C_A13_V01,RLV2,mc_cand_006,method_c,0.0,0.032258,0.540323,0.53739
RLV2C_A13_V01,RLV2,mc_cand_066,method_c,0.0,0.129032,0.47379,0.459677
RLV2C_A13_V01,RLV2,mc_cand_067,method_c,0.032258,0.064516,0.514113,0.520528
RLV2C_A13_V01,RLV2,mc_cand_121,method_c,0.096774,0.096774,0.477823,0.458028
RLV2C_A13_V01,RLV2,mc_cand_129,method_c,0.032258,0.096774,0.542339,0.566532
RLV2C_A13_V01,RLV2,mc_extra_001,method_c,0.0,0.032258,0.5,0.491569
RLV2C_A13_V01,RLV2,mc_extra_002,method_c,0.032258,0.064516,0.512097,0.508798
RLV2C_A13_V01,RLV2,mc_extra_003,method_c,0.0,0.032258,0.538306,0.535557
RLV2C_A13_V01,RLV2,mc_extra_004,method_c,0.0,0.032258,0.502016,0.497801
RLV2C_A13_V01,RLV2,mc_extra_005,method_c,0.0,0.064516,0.441532,0.412023
RLV2C_A13_V01,RLV2,mc_extra_006,method_c,0.0,0.032258,0.489919,0.47379
RLV2C_A13_V01,RLV2,mc_extra_007,method_c,0.0,0.032258,0.516129,0.515762
RLV2C_A13_V01,RLV2,mc_extra_008,method_c,0.0,0.032258,0.516129,0.506782
RLV2C_A13_V01,RLV2,mc_extra_009,method_c,0.0,0.032258,0.514113,0.516679
RLV2C_A13_V01,RLV2,mc_extra_010,method_c,0.0,0.032258,0.514113,0.504949
RLV2C_A13_V01,RLV2,mc_extra_011,method_c,0.0,0.0,0.489919,0.482221
RLV2C_A13_V01,RLV2,mc_extra_012,method_c,0.0,0.0,0.491935,0.486804
RLV2C_A13_V01,RLV2,mc_extra_013,method_c,0.0,0.032258,0.534274,0.545638
RLV2C_A13_V01,RLV2,mc_extra_014,method_c,0.032258,0.032258,0.485887,0.482038
RLV2C_A13_V01,RLV2,mc_extra_015,method_c,0.032258,0.064516,0.556452,0.580279
RLV2C_A13_V01,RLV2,mc_extra_016,method_c,0.0,0.129032,0.455645,0.435301
RLV2C_A13_V01,RLV2,mc_extra_017,method_c,0.032258,0.032258,0.506048,0.509164
RLV2C_A13_V01,RLV2,mc_extra_018,method_c,0.032258,0.16129,0.485887,0.459494
RLV2C_A13_V01,RLV2,mc_extra_019,method_c,0.0,0.064516,0.520161,0.519245
RLV2C_A13_V01,RLV2,mc_extra_020,method_c,0.032258,0.064516,0.445565,0.432551
RLV2C_A13_V01,RLV2,multi_lag_regular_jump,multi_lag,0.0,0.064516,0.502016,0.5
RLV2C_A13_V01,RLV2,UPB_A03_V01,odd_even,0.0,0.032258,0.530242,0.544538
RLV2C_A13_V01,RLV2,odd_even_interlaced,odd_even,0.0,0.064516,0.534274,0.531525
RLV2C_A13_V01,RLV2,formal_raster_left_to_right,raster,0.064516,0.193548,0.502016,0.472141
RLV2C_A13_V01,RLV2,smartscan_proxy_variance,smartscan,0.064516,0.096774,0.520161,0.52511
RLV2C_A13_V01,RLV2,raster_left_to_right,unknown,0.064516,0.193548,0.502016,0.472141
RLV2C_A13_V01,RLV2,windowed_max_dispersion,windowed_max_dispersion,0.096774,0.16129,0.568548,0.592742
RLV2C_A14_V01,RLV2,block_interleaved_quarters,block_interleaved,0.0,0.0,0.497984,0.485887
RLV2C_A14_V01,RLV2,center_edge_alternating,center_edge,0.0,0.0,0.59879,0.615652
RLV2C_A14_V01,RLV2,center_out,center_out,0.032258,0.096774,0.514113,0.462243
RLV2C_A14_V01,RLV2,edge_in,edge_in,0.032258,0.064516,0.489919,0.53849
RLV2C_A14_V01,RLV2,edge_in_alternating_LHI,edge_in,0.032258,0.064516,0.489919,0.53849
RLV2C_A14_V01,RLV2,UPB_A07_V01,maximin,0.032258,0.064516,0.530242,0.552786
RLV2C_A14_V01,RLV2,greedy_maximin_distance,maximin,0.064516,0.096774,0.5,0.514479
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.032258,0.064516,0.5,0.51393
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.032258,0.064516,0.5,0.51393
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.032258,0.096774,0.5,0.511913
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.064516,0.096774,0.495968,0.511913
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.064516,0.096774,0.497984,0.51228
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.064516,0.096774,0.495968,0.510264
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.064516,0.096774,0.5,0.515762
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.032258,0.064516,0.5,0.513563
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.096774,0.129032,0.5,0.514479
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.032258,0.064516,0.5,0.517045
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.064516,0.096774,0.495968,0.512463
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.064516,0.096774,0.495968,0.510814
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.064516,0.096774,0.5,0.514479
RLV2C_A14_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.032258,0.064516,0.5,0.517045
RLV2C_A14_V01,RLV2,V02_M00_NDK_R24_V01,method_c,0.0,0.0,0.445565,0.412207
RLV2C_A14_V01,RLV2,V02_M00_PGJ_V01,method_c,0.0,0.032258,0.510081,0.52566
RLV2C_A14_V01,RLV2,V02_M00_PGN_R24_V01,method_c,0.064516,0.16129,0.602823,0.635814
RLV2C_A14_V01,RLV2,V02_M00_PGR_R24_V01,method_c,0.064516,0.064516,0.558468,0.583394
RLV2C_A14_V01,RLV2,mc_cand_001,method_c,0.032258,0.193548,0.449597,0.424304
RLV2C_A14_V01,RLV2,mc_cand_002,method_c,0.032258,0.193548,0.447581,0.422104
RLV2C_A14_V01,RLV2,mc_cand_004,method_c,0.032258,0.193548,0.457661,0.439516
RLV2C_A14_V01,RLV2,mc_cand_006,method_c,0.064516,0.225806,0.491935,0.484421
RLV2C_A14_V01,RLV2,mc_cand_066,method_c,0.096774,0.225806,0.481855,0.477089
RLV2C_A14_V01,RLV2,mc_cand_067,method_c,0.096774,0.129032,0.530242,0.551136
RLV2C_A14_V01,RLV2,mc_cand_121,method_c,0.0,0.032258,0.502016,0.503666
RLV2C_A14_V01,RLV2,mc_cand_129,method_c,0.0,0.0,0.538306,0.559934
RLV2C_A14_V01,RLV2,mc_extra_001,method_c,0.032258,0.193548,0.459677,0.441716
RLV2C_A14_V01,RLV2,mc_extra_002,method_c,0.032258,0.16129,0.495968,0.490836
RLV2C_A14_V01,RLV2,mc_extra_003,method_c,0.064516,0.225806,0.489919,0.482221
RLV2C_A14_V01,RLV2,mc_extra_004,method_c,0.032258,0.225806,0.47379,0.459677
RLV2C_A14_V01,RLV2,mc_extra_005,method_c,0.0,0.258065,0.481855,0.471224
RLV2C_A14_V01,RLV2,mc_extra_006,method_c,0.032258,0.193548,0.445565,0.422104
RLV2C_A14_V01,RLV2,mc_extra_007,method_c,0.032258,0.193548,0.471774,0.456745
RLV2C_A14_V01,RLV2,mc_extra_008,method_c,0.032258,0.193548,0.475806,0.457845
RLV2C_A14_V01,RLV2,mc_extra_009,method_c,0.064516,0.258065,0.469758,0.457478
RLV2C_A14_V01,RLV2,mc_extra_010,method_c,0.032258,0.193548,0.47379,0.455645
RLV2C_A14_V01,RLV2,mc_extra_011,method_c,0.032258,0.064516,0.493952,0.49945
RLV2C_A14_V01,RLV2,mc_extra_012,method_c,0.0,0.129032,0.475806,0.466459
RLV2C_A14_V01,RLV2,mc_extra_013,method_c,0.0,0.032258,0.506048,0.509164
RLV2C_A14_V01,RLV2,mc_extra_014,method_c,0.129032,0.16129,0.510081,0.517779
RLV2C_A14_V01,RLV2,mc_extra_015,method_c,0.032258,0.032258,0.53629,0.552419
RLV2C_A14_V01,RLV2,mc_extra_016,method_c,0.0,0.225806,0.487903,0.478372
RLV2C_A14_V01,RLV2,mc_extra_017,method_c,0.129032,0.225806,0.481855,0.47324
RLV2C_A14_V01,RLV2,mc_extra_018,method_c,0.032258,0.225806,0.522177,0.520345
RLV2C_A14_V01,RLV2,mc_extra_019,method_c,0.0,0.0,0.556452,0.573864
RLV2C_A14_V01,RLV2,mc_extra_020,method_c,0.0,0.032258,0.445565,0.428702
RLV2C_A14_V01,RLV2,multi_lag_regular_jump,multi_lag,0.0,0.032258,0.506048,0.49945
RLV2C_A14_V01,RLV2,UPB_A03_V01,odd_even,0.064516,0.193548,0.506048,0.505315
RLV2C_A14_V01,RLV2,odd_even_interlaced,odd_even,0.096774,0.258065,0.489919,0.483321
RLV2C_A14_V01,RLV2,formal_raster_left_to_right,raster,0.096774,0.16129,0.469758,0.443915
RLV2C_A14_V01,RLV2,smartscan_proxy_variance,smartscan,0.032258,0.064516,0.540323,0.572214
RLV2C_A14_V01,RLV2,raster_left_to_right,unknown,0.096774,0.16129,0.469758,0.443915
RLV2C_A14_V01,RLV2,windowed_max_dispersion,windowed_max_dispersion,0.064516,0.096774,0.560484,0.579545
RLV2C_A15_V01,RLV2,block_interleaved_quarters,block_interleaved,0.064516,0.096774,0.399194,0.344208
RLV2C_A15_V01,RLV2,center_edge_alternating,center_edge,0.0,0.032258,0.467742,0.450696
RLV2C_A15_V01,RLV2,center_out,center_out,0.064516,0.064516,0.53629,0.5614
RLV2C_A15_V01,RLV2,edge_in,edge_in,0.064516,0.096774,0.46371,0.455828
RLV2C_A15_V01,RLV2,edge_in_alternating_LHI,edge_in,0.064516,0.096774,0.46371,0.455828
RLV2C_A15_V01,RLV2,UPB_A07_V01,maximin,0.0,0.032258,0.512097,0.527859
RLV2C_A15_V01,RLV2,greedy_maximin_distance,maximin,0.064516,0.096774,0.522177,0.548387
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.064516,0.096774,0.52621,0.551136
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.064516,0.096774,0.522177,0.547654
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.096774,0.129032,0.518145,0.544355
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.032258,0.096774,0.52621,0.549853
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.032258,0.064516,0.524194,0.547287
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.032258,0.064516,0.522177,0.545821
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.064516,0.096774,0.52621,0.554435
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.032258,0.096774,0.52621,0.551503
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.064516,0.064516,0.518145,0.546554
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.064516,0.096774,0.522177,0.546554
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.064516,0.064516,0.518145,0.541239
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.064516,0.096774,0.518145,0.543438
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.064516,0.129032,0.522177,0.54857
RLV2C_A15_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.064516,0.096774,0.52621,0.55187
RLV2C_A15_V01,RLV2,V02_M00_NDK_R24_V01,method_c,0.0,0.032258,0.528226,0.540689
RLV2C_A15_V01,RLV2,V02_M00_PGJ_V01,method_c,0.0,0.129032,0.552419,0.581378
RLV2C_A15_V01,RLV2,V02_M00_PGN_R24_V01,method_c,0.0,0.0,0.552419,0.57313
RLV2C_A15_V01,RLV2,V02_M00_PGR_R24_V01,method_c,0.032258,0.096774,0.560484,0.59824
RLV2C_A15_V01,RLV2,mc_cand_001,method_c,0.0,0.096774,0.431452,0.389663
RLV2C_A15_V01,RLV2,mc_cand_002,method_c,0.0,0.096774,0.429435,0.38893
RLV2C_A15_V01,RLV2,mc_cand_004,method_c,0.0,0.064516,0.46371,0.444465
RLV2C_A15_V01,RLV2,mc_cand_006,method_c,0.0,0.096774,0.502016,0.5
RLV2C_A15_V01,RLV2,mc_cand_066,method_c,0.032258,0.032258,0.495968,0.493768
RLV2C_A15_V01,RLV2,mc_cand_067,method_c,0.032258,0.064516,0.451613,0.45143
RLV2C_A15_V01,RLV2,mc_cand_121,method_c,0.032258,0.032258,0.532258,0.538673
RLV2C_A15_V01,RLV2,mc_cand_129,method_c,0.032258,0.096774,0.5,0.502566
RLV2C_A15_V01,RLV2,mc_extra_001,method_c,0.0,0.064516,0.465726,0.445198
RLV2C_A15_V01,RLV2,mc_extra_002,method_c,0.0,0.064516,0.469758,0.446664
RLV2C_A15_V01,RLV2,mc_extra_003,method_c,0.0,0.096774,0.5,0.499267
RLV2C_A15_V01,RLV2,mc_extra_004,method_c,0.0,0.064516,0.415323,0.370051
RLV2C_A15_V01,RLV2,mc_extra_005,method_c,0.0,0.064516,0.495968,0.494868
RLV2C_A15_V01,RLV2,mc_extra_006,method_c,0.0,0.032258,0.443548,0.413306
RLV2C_A15_V01,RLV2,mc_extra_007,method_c,0.0,0.064516,0.457661,0.432735
RLV2C_A15_V01,RLV2,mc_extra_008,method_c,0.0,0.032258,0.481855,0.471591
RLV2C_A15_V01,RLV2,mc_extra_009,method_c,0.0,0.032258,0.455645,0.429619
RLV2C_A15_V01,RLV2,mc_extra_010,method_c,0.0,0.032258,0.479839,0.470858
RLV2C_A15_V01,RLV2,mc_extra_011,method_c,0.0,0.064516,0.516129,0.503849
RLV2C_A15_V01,RLV2,mc_extra_012,method_c,0.0,0.032258,0.546371,0.565433
RLV2C_A15_V01,RLV2,mc_extra_013,method_c,0.032258,0.064516,0.516129,0.504399
RLV2C_A15_V01,RLV2,mc_extra_014,method_c,0.0,0.064516,0.516129,0.528592
RLV2C_A15_V01,RLV2,mc_extra_015,method_c,0.032258,0.064516,0.485887,0.469575
RLV2C_A15_V01,RLV2,mc_extra_016,method_c,0.0,0.064516,0.518145,0.516862
RLV2C_A15_V01,RLV2,mc_extra_017,method_c,0.0,0.064516,0.516129,0.535007
RLV2C_A15_V01,RLV2,mc_extra_018,method_c,0.032258,0.064516,0.520161,0.525477
RLV2C_A15_V01,RLV2,mc_extra_019,method_c,0.064516,0.096774,0.518145,0.529326
RLV2C_A15_V01,RLV2,mc_extra_020,method_c,0.064516,0.129032,0.435484,0.433834
RLV2C_A15_V01,RLV2,multi_lag_regular_jump,multi_lag,0.032258,0.032258,0.616935,0.669355
RLV2C_A15_V01,RLV2,UPB_A03_V01,odd_even,0.032258,0.064516,0.504032,0.508248
RLV2C_A15_V01,RLV2,odd_even_interlaced,odd_even,0.032258,0.064516,0.504032,0.513196
RLV2C_A15_V01,RLV2,formal_raster_left_to_right,raster,0.16129,0.225806,0.516129,0.543438
RLV2C_A15_V01,RLV2,smartscan_proxy_variance,smartscan,0.0,0.032258,0.485887,0.48717
RLV2C_A15_V01,RLV2,raster_left_to_right,unknown,0.16129,0.225806,0.516129,0.543438
RLV2C_A15_V01,RLV2,windowed_max_dispersion,windowed_max_dispersion,0.0,0.0,0.493952,0.484787
RLV2C_A16_V01,RLV2,block_interleaved_quarters,block_interleaved,0.032258,0.032258,0.497984,0.486987
RLV2C_A16_V01,RLV2,center_edge_alternating,center_edge,0.0,0.032258,0.659274,0.716826
RLV2C_A16_V01,RLV2,center_out,center_out,0.0,0.032258,0.542339,0.594941
RLV2C_A16_V01,RLV2,edge_in,edge_in,0.0,0.032258,0.465726,0.424853
RLV2C_A16_V01,RLV2,edge_in_alternating_LHI,edge_in,0.0,0.032258,0.465726,0.424853
RLV2C_A16_V01,RLV2,UPB_A07_V01,maximin,0.096774,0.096774,0.582661,0.625916
RLV2C_A16_V01,RLV2,greedy_maximin_distance,maximin,0.064516,0.064516,0.568548,0.613453
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.032258,0.032258,0.568548,0.617302
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.064516,0.064516,0.568548,0.612353
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.064516,0.064516,0.564516,0.606672
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.032258,0.032258,0.568548,0.613636
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.064516,0.096774,0.566532,0.607588
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.064516,0.064516,0.572581,0.617119
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.064516,0.064516,0.568548,0.617485
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.064516,0.064516,0.568548,0.614919
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.032258,0.064516,0.568548,0.61162
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.064516,0.064516,0.564516,0.609604
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.064516,0.064516,0.568548,0.612353
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.064516,0.064516,0.564516,0.607038
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.032258,0.032258,0.568548,0.611804
RLV2C_A16_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.064516,0.064516,0.564516,0.611987
RLV2C_A16_V01,RLV2,V02_M00_NDK_R24_V01,method_c,0.0,0.0,0.485887,0.487903
RLV2C_A16_V01,RLV2,V02_M00_PGJ_V01,method_c,0.0,0.096774,0.489919,0.494135
RLV2C_A16_V01,RLV2,V02_M00_PGN_R24_V01,method_c,0.032258,0.096774,0.493952,0.480572
RLV2C_A16_V01,RLV2,V02_M00_PGR_R24_V01,method_c,0.032258,0.032258,0.52621,0.543255
RLV2C_A16_V01,RLV2,mc_cand_001,method_c,0.032258,0.064516,0.429435,0.395711
RLV2C_A16_V01,RLV2,mc_cand_002,method_c,0.032258,0.064516,0.427419,0.392962
RLV2C_A16_V01,RLV2,mc_cand_004,method_c,0.032258,0.032258,0.445565,0.420271
RLV2C_A16_V01,RLV2,mc_cand_006,method_c,0.064516,0.064516,0.491935,0.490286
RLV2C_A16_V01,RLV2,mc_cand_066,method_c,0.0,0.0,0.441532,0.421188
RLV2C_A16_V01,RLV2,mc_cand_067,method_c,0.0,0.032258,0.566532,0.598607
RLV2C_A16_V01,RLV2,mc_cand_121,method_c,0.0,0.0,0.542339,0.554985
RLV2C_A16_V01,RLV2,mc_cand_129,method_c,0.0,0.064516,0.570565,0.604839
RLV2C_A16_V01,RLV2,mc_extra_001,method_c,0.032258,0.032258,0.447581,0.423021
RLV2C_A16_V01,RLV2,mc_extra_002,method_c,0.032258,0.064516,0.415323,0.364736
RLV2C_A16_V01,RLV2,mc_extra_003,method_c,0.064516,0.064516,0.489919,0.487537
RLV2C_A16_V01,RLV2,mc_extra_004,method_c,0.032258,0.064516,0.441532,0.41074
RLV2C_A16_V01,RLV2,mc_extra_005,method_c,0.064516,0.129032,0.506048,0.513563
RLV2C_A16_V01,RLV2,mc_extra_006,method_c,0.032258,0.064516,0.429435,0.395345
RLV2C_A16_V01,RLV2,mc_extra_007,method_c,0.032258,0.096774,0.455645,0.43585
RLV2C_A16_V01,RLV2,mc_extra_008,method_c,0.032258,0.032258,0.467742,0.451613
RLV2C_A16_V01,RLV2,mc_extra_009,method_c,0.032258,0.064516,0.445565,0.422471
RLV2C_A16_V01,RLV2,mc_extra_010,method_c,0.032258,0.032258,0.465726,0.448864
RLV2C_A16_V01,RLV2,mc_extra_011,method_c,0.0,0.032258,0.59879,0.643512
RLV2C_A16_V01,RLV2,mc_extra_012,method_c,0.032258,0.064516,0.516129,0.529692
RLV2C_A16_V01,RLV2,mc_extra_013,method_c,0.0,0.096774,0.639113,0.688233
RLV2C_A16_V01,RLV2,mc_extra_014,method_c,0.0,0.064516,0.602823,0.644978
RLV2C_A16_V01,RLV2,mc_extra_015,method_c,0.0,0.032258,0.612903,0.656342
RLV2C_A16_V01,RLV2,mc_extra_016,method_c,0.032258,0.064516,0.572581,0.603006
RLV2C_A16_V01,RLV2,mc_extra_017,method_c,0.032258,0.064516,0.518145,0.530975
RLV2C_A16_V01,RLV2,mc_extra_018,method_c,0.032258,0.032258,0.546371,0.573864
RLV2C_A16_V01,RLV2,mc_extra_019,method_c,0.0,0.0,0.528226,0.540506
RLV2C_A16_V01,RLV2,mc_extra_020,method_c,0.032258,0.129032,0.417339,0.394795
RLV2C_A16_V01,RLV2,multi_lag_regular_jump,multi_lag,0.064516,0.129032,0.606855,0.662207
RLV2C_A16_V01,RLV2,UPB_A03_V01,odd_even,0.064516,0.064516,0.489919,0.48937
RLV2C_A16_V01,RLV2,odd_even_interlaced,odd_even,0.096774,0.096774,0.514113,0.527493
RLV2C_A16_V01,RLV2,formal_raster_left_to_right,raster,0.0,0.096774,0.574597,0.623167
RLV2C_A16_V01,RLV2,smartscan_proxy_variance,smartscan,0.0,0.064516,0.556452,0.583028
RLV2C_A16_V01,RLV2,raster_left_to_right,unknown,0.0,0.096774,0.574597,0.623167
RLV2C_A16_V01,RLV2,windowed_max_dispersion,windowed_max_dispersion,0.0,0.0,0.508065,0.516129
RLV2C_A17_V01,RLV2,block_interleaved_quarters,block_interleaved,0.0,0.032258,0.528226,0.555718
RLV2C_A17_V01,RLV2,center_edge_alternating,center_edge,0.129032,0.129032,0.487903,0.483504
RLV2C_A17_V01,RLV2,center_out,center_out,0.032258,0.129032,0.524194,0.521628
RLV2C_A17_V01,RLV2,edge_in,edge_in,0.032258,0.064516,0.471774,0.473974
RLV2C_A17_V01,RLV2,edge_in_alternating_LHI,edge_in,0.032258,0.064516,0.471774,0.473974
RLV2C_A17_V01,RLV2,UPB_A07_V01,maximin,0.032258,0.129032,0.487903,0.493768
RLV2C_A17_V01,RLV2,greedy_maximin_distance,maximin,0.032258,0.096774,0.510081,0.518328
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.032258,0.096774,0.514113,0.52346
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.032258,0.064516,0.510081,0.519428
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.032258,0.064516,0.506048,0.515762
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.032258,0.096774,0.510081,0.514479
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.0,0.096774,0.512097,0.514846
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.032258,0.096774,0.506048,0.514663
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.064516,0.096774,0.510081,0.522361
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.032258,0.096774,0.510081,0.515946
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.032258,0.096774,0.510081,0.518145
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.032258,0.064516,0.514113,0.52456
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.032258,0.064516,0.514113,0.525477
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.032258,0.064516,0.510081,0.520711
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.032258,0.064516,0.506048,0.512463
RLV2C_A17_V01,RLV2,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.032258,0.096774,0.514113,0.524927
RLV2C_A17_V01,RLV2,V02_M00_NDK_R24_V01,method_c,0.0,0.0,0.475806,0.458578
RLV2C_A17_V01,RLV2,V02_M00_PGJ_V01,method_c,0.032258,0.096774,0.451613,0.422104
RLV2C_A17_V01,RLV2,V02_M00_PGN_R24_V01,method_c,0.032258,0.032258,0.439516,0.418072
RLV2C_A17_V01,RLV2,V02_M00_PGR_R24_V01,method_c,0.0,0.0,0.439516,0.409457
RLV2C_A17_V01,RLV2,mc_cand_001,method_c,0.0,0.032258,0.41129,0.36437
RLV2C_A17_V01,RLV2,mc_cand_002,method_c,0.0,0.032258,0.413306,0.365836
RLV2C_A17_V01,RLV2,mc_cand_004,method_c,0.0,0.0,0.439516,0.401943
RLV2C_A17_V01,RLV2,mc_cand_006,method_c,0.0,0.0,0.429435,0.393328
RLV2C_A17_V01,RLV2,mc_cand_066,method_c,0.0,0.032258,0.552419,0.579729
RLV2C_A17_V01,RLV2,mc_cand_067,method_c,0.0,0.096774,0.508065,0.516496
RLV2C_A17_V01,RLV2,mc_cand_121,method_c,0.032258,0.096774,0.53629,0.571114
RLV2C_A17_V01,RLV2,mc_cand_129,method_c,0.0,0.0,0.504032,0.495784
RLV2C_A17_V01,RLV2,mc_extra_001,method_c,0.0,0.0,0.4375,0.400477
RLV2C_A17_V01,RLV2,mc_extra_002,method_c,0.0,0.0,0.477823,0.460777
RLV2C_A17_V01,RLV2,mc_extra_003,method_c,0.0,0.0,0.431452,0.394795
RLV2C_A17_V01,RLV2,mc_extra_004,method_c,0.0,0.0,0.419355,0.372801
RLV2C_A17_V01,RLV2,mc_extra_005,method_c,0.0,0.0,0.568548,0.599157
RLV2C_A17_V01,RLV2,mc_extra_006,method_c,0.0,0.032258,0.427419,0.38563
RLV2C_A17_V01,RLV2,mc_extra_007,method_c,0.0,0.0,0.445565,0.417522
RLV2C_A17_V01,RLV2,mc_extra_008,method_c,0.0,0.0,0.441532,0.408174
RLV2C_A17_V01,RLV2,mc_extra_009,method_c,0.0,0.0,0.455645,0.427969
